Subject ID,Recording ID,ROI,Extraction Method,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s28,vid_s28_T3.avi,bbox_forehead,GREY_W,83,6.77,8.07,0.395,<0.001,0.19,8.11,-15.71,16.09,88.72,87.72,88.53,87.29,0.19,0.49,5.69
s28,vid_s28_T3.avi,bbox_forehead,GREY_A,83,6.77,8.04,0.4,<0.001,0.31,8.08,-15.53,16.15,88.84,88.32,88.53,87.29,0.31,0.84,5.48
s28,vid_s28_T3.avi,bbox_forehead,PCA_1,83,6.76,8.02,0.401,<0.001,0.28,8.06,-15.51,16.08,88.82,88.13,88.53,87.29,0.28,0.9,5.41
s28,vid_s28_T3.avi,bbox_forehead,PCA_2,83,7.09,8.83,0.156,0.160,1.37,8.78,-15.84,18.58,89.9,89.62,88.53,87.29,1.37,0.78,5.78
s28,vid_s28_T3.avi,bbox_forehead,PCA_3,83,11.51,13.91,0.004,0.969,8.39,11.16,-13.48,30.26,96.92,97.27,88.53,87.29,8.39,10.12,10.42
s28,vid_s28_T3.avi,bbox_forehead,ZCA_1,83,7.59,9.31,0.342,0.002,3.48,8.68,-13.54,20.5,92.01,92.42,88.53,87.29,3.48,3.15,7.19
s28,vid_s28_T3.avi,bbox_forehead,ZCA_2,83,9.09,11.12,0.121,0.277,5.47,9.75,-13.63,24.57,94.0,95.8,88.53,87.29,5.47,4.72,8.03
s28,vid_s28_T3.avi,bbox_forehead,ZCA_3,83,7.62,9.6,0.153,0.167,1.36,9.56,-17.38,20.1,89.89,89.52,88.53,87.29,1.36,1.48,6.62
s28,vid_s28_T3.avi,bbox_forehead,ICA_1,83,12.41,14.38,0.237,0.031,10.58,9.8,-8.62,29.79,99.12,101.33,88.53,87.29,10.58,11.66,11.99
s28,vid_s28_T3.avi,bbox_forehead,ICA_2,83,9.62,11.02,-0.058,0.601,1.59,10.97,-19.92,23.09,90.12,89.1,88.53,87.29,1.59,2.18,9.34
s28,vid_s28_T3.avi,bbox_forehead,ICA_3,83,6.81,8.16,0.39,<0.001,0.23,8.2,-15.84,16.31,88.77,87.93,88.53,87.29,0.23,0.3,5.32
s28,vid_s28_T3.avi,bbox_forehead,CHROM,83,11.78,13.98,0.056,0.615,9.37,10.44,-11.09,29.84,97.9,98.37,88.53,87.29,9.37,10.68,10.68
s28,vid_s28_T3.avi,bbox_forehead,POS,83,12.42,14.53,0.2,0.069,11.01,9.54,-7.68,29.7,99.54,101.14,88.53,87.29,11.01,11.76,11.76
s28,vid_s28_T3.avi,mesh_forehead,R,83,13.29,15.58,0.017,0.878,-12.12,9.85,-31.42,7.18,76.41,76.19,88.53,87.29,-12.12,-12.28,12.28
s28,vid_s28_T3.avi,mesh_forehead,G,83,10.52,12.49,0.147,0.184,-7.97,9.67,-26.92,10.98,80.56,79.43,88.53,87.29,-7.97,-8.81,9.12
s28,vid_s28_T3.avi,mesh_forehead,B,83,13.21,15.42,0.088,0.427,-12.16,9.55,-30.86,6.55,76.38,75.43,88.53,87.29,-12.16,-13.32,13.32
s28,vid_s28_T3.avi,mesh_forehead,GREY_W,83,11.96,14.06,0.082,0.459,-10.15,9.79,-29.34,9.04,78.38,77.69,88.53,87.29,-10.15,-10.59,11.06
s28,vid_s28_T3.avi,mesh_forehead,GREY_A,83,12.65,14.88,0.054,0.630,-11.21,9.85,-30.52,8.1,77.32,77.08,88.53,87.29,-11.21,-12.3,12.3
s28,vid_s28_T3.avi,mesh_forehead,PCA_1,83,12.66,14.89,0.052,0.638,-11.22,9.85,-30.53,8.09,77.31,77.02,88.53,87.29,-11.22,-12.27,12.27
s28,vid_s28_T3.avi,mesh_forehead,PCA_2,83,10.18,12.46,0.275,0.012,-6.81,10.5,-27.39,13.76,81.72,82.5,88.53,87.29,-6.81,-5.5,8.87
s28,vid_s28_T3.avi,mesh_forehead,PCA_3,83,13.9,16.15,0.166,0.134,12.74,9.99,-6.84,32.31,101.27,102.14,88.53,87.29,12.74,13.15,13.15
s28,vid_s28_T3.avi,mesh_forehead,ZCA_1,83,8.02,9.79,0.272,0.013,-3.73,9.11,-21.58,14.13,84.8,83.63,88.53,87.29,-3.73,-4.01,6.14
s28,vid_s28_T3.avi,mesh_forehead,ZCA_2,83,14.07,16.04,0.22,0.046,12.43,10.2,-7.55,32.42,100.97,103.4,88.53,87.29,12.43,14.22,14.22
s28,vid_s28_T3.avi,mesh_forehead,ZCA_3,83,8.08,10.18,0.487,<0.001,-4.22,9.32,-22.49,14.05,84.31,84.3,88.53,87.29,-4.22,-4.44,7.14
s28,vid_s28_T3.avi,mesh_forehead,ICA_1,83,13.38,16.03,0.14,0.206,12.2,10.46,-8.31,32.71,100.73,100.97,88.53,87.29,12.2,12.18,12.18
s28,vid_s28_T3.avi,mesh_forehead,ICA_2,83,7.68,9.29,0.297,0.006,-3.55,8.64,-20.47,13.38,84.99,85.85,88.53,87.29,-3.55,-3.81,7.05
s28,vid_s28_T3.avi,mesh_forehead,ICA_3,83,7.66,10.07,0.424,<0.001,-1.25,10.05,-20.95,18.45,87.28,86.84,88.53,87.29,-1.25,-1.31,5.42
s28,vid_s28_T3.avi,mesh_forehead,CHROM,83,13.79,16.01,0.226,0.040,12.6,9.94,-6.89,32.09,101.13,102.7,88.53,87.29,12.6,13.33,13.33
s28,vid_s28_T3.avi,mesh_forehead,POS,83,15.12,17.63,0.098,0.378,14.07,10.69,-6.88,35.02,102.6,102.75,88.53,87.29,14.07,15.94,15.94
s34,vid_s34_T1.avi,manual,R,83,6.41,8.24,-0.138,0.214,2.87,7.77,-12.36,18.11,78.61,78.66,75.74,75.6,2.87,2.8,4.9
s34,vid_s34_T1.avi,manual,G,83,4.21,4.97,0.113,0.308,0.52,4.97,-9.23,10.27,76.26,75.44,75.74,75.6,0.52,0.39,4.16
s34,vid_s34_T1.avi,manual,B,83,4.7,5.91,0.034,0.758,1.62,5.72,-9.59,12.84,77.36,77.36,75.74,75.6,1.62,1.44,4.2
s34,vid_s34_T1.avi,manual,GREY_W,83,4.79,5.62,0.023,0.836,1.07,5.55,-9.8,11.95,76.81,76.28,75.74,75.6,1.07,1.76,4.65
s34,vid_s34_T1.avi,manual,GREY_A,83,4.85,5.63,-0.018,0.872,1.33,5.5,-9.46,12.12,77.07,77.25,75.74,75.6,1.33,1.97,4.88
s34,vid_s34_T1.avi,manual,PCA_1,83,4.94,5.75,-0.026,0.818,1.38,5.62,-9.63,12.39,77.12,77.18,75.74,75.6,1.38,1.99,4.93
s34,vid_s34_T1.avi,manual,PCA_2,83,6.62,8.75,0.117,0.290,2.08,8.55,-14.68,18.84,77.82,76.39,75.74,75.6,2.08,0.66,5.05
s34,vid_s34_T1.avi,manual,PCA_3,83,2.5,3.19,0.274,0.012,-1.08,3.02,-7.0,4.83,74.66,73.93,75.74,75.6,-1.08,-1.61,2.04
s34,vid_s34_T1.avi,manual,ZCA_1,83,4.45,6.0,0.06,0.590,-1.63,5.81,-13.01,9.76,74.11,74.49,75.74,75.6,-1.63,-1.71,3.09
s34,vid_s34_T1.avi,manual,ZCA_2,83,3.57,4.37,0.032,0.775,-0.58,4.36,-9.12,7.97,75.16,73.79,75.74,75.6,-0.58,-1.84,3.18
s34,vid_s34_T1.avi,manual,ZCA_3,83,3.33,4.49,0.31,0.004,-0.19,4.51,-9.03,8.65,75.55,75.14,75.74,75.6,-0.19,-0.8,2.26
s34,vid_s34_T1.avi,manual,ICA_1,83,4.03,5.08,0.246,0.025,-2.25,4.59,-11.24,6.74,73.49,72.88,75.74,75.6,-2.25,-2.43,3.1
s34,vid_s34_T1.avi,manual,ICA_2,83,3.7,4.7,0.344,0.001,-0.15,4.73,-9.42,9.12,75.59,75.57,75.74,75.6,-0.15,-0.57,3.1
s34,vid_s34_T1.avi,manual,ICA_3,83,3.76,4.62,0.03,0.786,-0.67,4.6,-9.69,8.35,75.07,73.53,75.74,75.6,-0.67,-2.04,3.38
s34,vid_s34_T1.avi,manual,CHROM,83,2.79,3.47,0.129,0.244,-1.05,3.33,-7.58,5.48,74.69,73.85,75.74,75.6,-1.05,-1.74,2.6
s34,vid_s34_T1.avi,manual,POS,83,2.72,3.41,0.031,0.778,-1.32,3.16,-7.52,4.87,74.42,74.1,75.74,75.6,-1.32,-2.07,2.6
s34,vid_s34_T1.avi,none,R,83,6.86,8.36,0.032,0.771,0.88,8.37,-15.52,17.28,76.62,77.32,75.74,75.6,0.88,1.53,5.98
s34,vid_s34_T1.avi,none,G,83,4.25,5.67,0.159,0.151,-0.83,5.64,-11.89,10.22,74.91,75.29,75.74,75.6,-0.83,-0.23,3.21
s34,vid_s34_T1.avi,none,B,83,6.69,8.07,0.075,0.499,2.15,7.83,-13.19,17.5,77.89,77.94,75.74,75.6,2.15,3.67,5.25
s34,vid_s34_T1.avi,none,GREY_W,83,4.84,6.23,0.119,0.284,-0.31,6.26,-12.58,11.95,75.43,76.07,75.74,75.6,-0.31,0.54,3.59
s34,vid_s34_T1.avi,none,GREY_A,83,5.24,6.54,0.093,0.405,0.28,6.57,-12.6,13.16,76.02,76.78,75.74,75.6,0.28,1.67,4.75
s34,vid_s34_T1.avi,none,PCA_1,83,5.24,6.56,0.092,0.409,0.24,6.59,-12.68,13.16,75.98,76.83,75.74,75.6,0.24,1.18,4.57
s34,vid_s34_T1.avi,none,PCA_2,83,7.42,9.99,0.288,0.008,5.1,8.64,-11.82,22.03,80.84,79.21,75.74,75.6,5.1,3.97,5.43
s34,vid_s34_T1.avi,none,PCA_3,83,2.74,3.2,0.46,<0.001,-1.61,2.78,-7.06,3.84,74.13,73.44,75.74,75.6,-1.61,-2.31,2.77
s34,vid_s34_T1.avi,none,ZCA_1,83,7.27,10.9,0.247,0.025,1.83,10.81,-19.36,23.02,77.57,74.26,75.74,75.6,1.83,-1.43,4.15
s34,vid_s34_T1.avi,none,ZCA_2,83,2.6,3.09,0.402,<0.001,-1.81,2.53,-6.76,3.14,73.93,73.08,75.74,75.6,-1.81,-2.53,2.55
s34,vid_s34_T1.avi,none,ZCA_3,83,3.66,4.52,0.216,0.050,1.42,4.32,-7.04,9.89,77.16,76.48,75.74,75.6,1.42,1.67,3.1
s34,vid_s34_T1.avi,none,ICA_1,83,3.04,3.82,0.434,<0.001,-1.52,3.53,-8.44,5.41,74.22,73.38,75.74,75.6,-1.52,-2.34,2.91
s34,vid_s34_T1.avi,none,ICA_2,83,9.99,12.58,0.171,0.121,5.56,11.35,-16.68,27.8,81.3,81.49,75.74,75.6,5.56,5.75,8.75
s34,vid_s34_T1.avi,none,ICA_3,83,4.18,5.66,0.174,0.116,1.09,5.59,-9.87,12.05,76.83,76.12,75.74,75.6,1.09,0.86,3.24
s34,vid_s34_T1.avi,none,CHROM,83,2.41,2.71,0.418,<0.001,-1.63,2.18,-5.9,2.64,74.11,73.43,75.74,75.6,-1.63,-2.15,2.37
s34,vid_s34_T1.avi,none,POS,83,2.43,2.81,0.343,0.001,-1.58,2.33,-6.15,2.99,74.16,73.76,75.74,75.6,-1.58,-2.19,2.28
s34,vid_s34_T1.avi,face_track,R,83,12.78,15.64,-0.218,0.048,12.5,9.45,-6.02,31.02,88.24,88.94,75.74,75.6,12.5,11.69,11.69
s34,vid_s34_T1.avi,face_track,G,83,11.71,15.13,-0.138,0.215,11.05,10.4,-9.33,31.43,86.79,86.62,75.74,75.6,11.05,10.75,10.75
s34,vid_s34_T1.avi,face_track,B,83,11.71,15.4,-0.15,0.176,10.77,11.08,-10.94,32.48,86.51,84.9,75.74,75.6,10.77,9.07,9.07
s34,vid_s34_T1.avi,face_track,GREY_W,83,12.37,15.77,-0.16,0.148,11.91,10.39,-8.44,32.27,87.65,87.4,75.74,75.6,11.91,11.41,11.41
s34,vid_s34_T1.avi,face_track,GREY_A,83,12.38,15.78,-0.154,0.164,11.89,10.44,-8.58,32.35,87.63,87.14,75.74,75.6,11.89,11.74,11.74
s34,vid_s34_T1.avi,face_track,PCA_1,83,12.45,15.8,-0.16,0.149,12.0,10.34,-8.25,32.26,87.74,87.51,75.74,75.6,12.0,11.86,11.86
s34,vid_s34_T1.avi,face_track,PCA_2,83,8.7,10.79,-0.073,0.510,7.43,7.87,-8.0,22.85,83.17,82.45,75.74,75.6,7.43,6.98,7.17
s34,vid_s34_T1.avi,face_track,PCA_3,83,3.43,4.49,0.091,0.413,0.43,4.5,-8.39,9.25,76.17,75.29,75.74,75.6,0.43,-0.57,2.59
s34,vid_s34_T1.avi,face_track,ZCA_1,83,8.89,10.84,-0.174,0.115,7.96,7.4,-6.55,22.47,83.7,83.88,75.74,75.6,7.96,7.91,7.91
s34,vid_s34_T1.avi,face_track,ZCA_2,83,4.06,5.28,0.078,0.481,-0.12,5.31,-10.52,10.28,75.62,73.84,75.74,75.6,-0.12,-1.51,2.95
s34,vid_s34_T1.avi,face_track,ZCA_3,83,4.37,5.36,0.099,0.371,3.0,4.47,-5.75,11.75,78.74,78.58,75.74,75.6,3.0,2.97,3.75
s34,vid_s34_T1.avi,face_track,ICA_1,83,5.27,6.55,0.09,0.420,3.54,5.54,-7.33,14.41,79.28,79.68,75.74,75.6,3.54,3.66,4.66
s34,vid_s34_T1.avi,face_track,ICA_2,83,7.62,9.41,-0.097,0.383,6.75,6.6,-6.2,19.69,82.49,82.89,75.74,75.6,6.75,7.02,7.02
s34,vid_s34_T1.avi,face_track,ICA_3,83,5.28,7.12,0.088,0.430,2.18,6.82,-11.18,15.54,77.92,76.37,75.74,75.6,2.18,0.43,3.82
s34,vid_s34_T1.avi,face_track,CHROM,83,3.57,4.54,0.123,0.266,0.28,4.56,-8.65,9.21,76.02,74.29,75.74,75.6,0.28,-1.31,2.65
s34,vid_s34_T1.avi,face_track,POS,83,3.1,4.31,0.102,0.358,0.03,4.33,-8.46,8.52,75.77,74.87,75.74,75.6,0.03,-0.42,2.23
s34,vid_s34_T1.avi,bbox_forehead,R,83,17.37,18.89,0.151,0.172,17.28,7.68,2.23,32.33,93.02,94.53,75.74,75.6,17.28,18.86,18.86
s34,vid_s34_T1.avi,bbox_forehead,G,83,14.79,15.97,0.211,0.055,14.72,6.23,2.5,26.93,90.46,91.18,75.74,75.6,14.72,15.52,15.52
s34,vid_s34_T1.avi,bbox_forehead,B,83,12.42,14.78,-0.022,0.844,11.93,8.77,-5.27,29.12,87.67,88.64,75.74,75.6,11.93,12.22,12.22
s34,vid_s34_T1.avi,bbox_forehead,GREY_W,83,15.6,16.83,0.141,0.204,15.47,6.66,2.41,28.53,91.21,92.16,75.74,75.6,15.47,15.75,15.75
s34,vid_s34_T1.avi,bbox_forehead,GREY_A,83,14.7,16.05,0.078,0.485,14.52,6.88,1.03,28.0,90.26,89.58,75.74,75.6,14.52,14.15,14.15
s34,vid_s34_T1.avi,bbox_forehead,PCA_1,83,15.35,16.63,0.092,0.407,15.18,6.84,1.76,28.59,90.92,90.97,75.74,75.6,15.18,14.68,14.68
s34,vid_s34_T1.avi,bbox_forehead,PCA_2,83,11.96,13.87,0.123,0.267,11.74,7.42,-2.8,26.29,87.48,87.28,75.74,75.6,11.74,10.78,10.78
s34,vid_s34_T1.avi,bbox_forehead,PCA_3,83,6.37,7.87,0.444,<0.001,4.79,6.28,-7.52,17.1,80.53,81.34,75.74,75.6,4.79,4.64,5.95
s34,vid_s34_T1.avi,bbox_forehead,ZCA_1,83,13.46,15.02,-0.003,0.979,13.44,6.76,0.2,26.68,89.18,90.16,75.74,75.6,13.44,13.79,13.79
s34,vid_s34_T1.avi,bbox_forehead,ZCA_2,83,7.42,9.25,0.409,<0.001,5.7,7.33,-8.68,20.07,81.44,82.02,75.74,75.6,5.7,5.98,6.95
s34,vid_s34_T1.avi,bbox_forehead,ZCA_3,83,10.86,13.08,-0.023,0.836,10.01,8.47,-6.59,26.61,85.75,86.56,75.74,75.6,10.01,10.82,10.82
s34,vid_s34_T1.avi,bbox_forehead,ICA_1,83,6.44,7.89,0.466,<0.001,4.43,6.57,-8.45,17.31,80.17,81.2,75.74,75.6,4.43,4.45,5.73
s34,vid_s34_T1.avi,bbox_forehead,ICA_2,83,16.72,17.98,0.126,0.255,16.71,6.69,3.59,29.82,92.45,93.32,75.74,75.6,16.71,17.14,17.14
s34,vid_s34_T1.avi,bbox_forehead,ICA_3,83,10.87,13.38,-0.053,0.632,10.09,8.85,-7.26,27.43,85.83,86.12,75.74,75.6,10.09,9.66,9.66
s34,vid_s34_T1.avi,bbox_forehead,CHROM,83,8.65,10.57,0.502,<0.001,8.13,6.8,-5.19,21.45,83.87,83.17,75.74,75.6,8.13,7.9,7.9
s34,vid_s34_T1.avi,bbox_forehead,POS,83,7.04,8.68,0.44,<0.001,4.78,7.29,-9.5,19.06,80.52,81.0,75.74,75.6,4.78,4.99,5.34
s34,vid_s34_T1.avi,mesh_forehead,R,83,8.66,11.32,0.139,0.211,5.65,9.87,-13.69,24.98,81.39,80.18,75.74,75.6,5.65,4.01,6.46
s34,vid_s34_T1.avi,mesh_forehead,G,83,5.15,6.69,0.14,0.207,1.83,6.47,-10.86,14.51,77.57,77.36,75.74,75.6,1.83,1.7,4.1
s34,vid_s34_T1.avi,mesh_forehead,B,83,6.98,8.62,0.049,0.662,3.95,7.71,-11.16,19.06,79.69,80.36,75.74,75.6,3.95,4.21,5.81
s34,vid_s34_T1.avi,mesh_forehead,GREY_W,83,6.52,8.37,0.139,0.210,3.36,7.71,-11.75,18.47,79.1,78.76,75.74,75.6,3.36,1.98,5.46
s34,vid_s34_T1.avi,mesh_forehead,GREY_A,83,7.07,8.99,0.124,0.264,3.96,8.12,-11.95,19.87,79.7,80.06,75.74,75.6,3.96,3.45,5.83
s34,vid_s34_T1.avi,mesh_forehead,PCA_1,83,7.16,9.11,0.126,0.258,4.04,8.21,-12.06,20.14,79.78,80.09,75.74,75.6,4.04,3.63,5.93
s34,vid_s34_T1.avi,mesh_forehead,PCA_2,83,5.25,6.73,0.398,<0.001,3.4,5.84,-8.06,14.85,79.14,78.51,75.74,75.6,3.4,2.98,3.94
s34,vid_s34_T1.avi,mesh_forehead,PCA_3,83,3.12,4.37,0.155,0.161,-1.37,4.17,-9.55,6.8,74.37,73.16,75.74,75.6,-1.37,-2.24,2.75
s34,vid_s34_T1.avi,mesh_forehead,ZCA_1,83,3.89,5.74,0.522,<0.001,1.43,5.59,-9.53,12.38,77.17,75.27,75.74,75.6,1.43,-0.07,2.85
s34,vid_s34_T1.avi,mesh_forehead,ZCA_2,83,3.0,3.65,-0.019,0.861,-2.19,2.94,-7.95,3.58,73.55,73.09,75.74,75.6,-2.19,-2.26,2.39
s34,vid_s34_T1.avi,mesh_forehead,ZCA_3,83,7.21,9.46,0.135,0.223,5.17,7.97,-10.45,20.8,80.91,79.71,75.74,75.6,5.17,4.6,6.11
s34,vid_s34_T1.avi,mesh_forehead,ICA_1,83,9.24,12.25,0.347,0.001,7.46,9.78,-11.71,26.63,83.2,81.91,75.74,75.6,7.46,6.48,6.71
s34,vid_s34_T1.avi,mesh_forehead,ICA_2,83,3.47,4.32,-0.008,0.942,-1.8,3.95,-9.54,5.94,73.94,73.0,75.74,75.6,-1.8,-2.61,2.84
s34,vid_s34_T1.avi,mesh_forehead,ICA_3,83,8.36,13.09,-0.177,0.109,5.71,11.84,-17.5,28.93,81.45,77.62,75.74,75.6,5.71,2.19,4.35
s34,vid_s34_T1.avi,mesh_forehead,CHROM,83,2.67,3.08,0.193,0.081,-2.21,2.16,-6.45,2.03,73.53,73.14,75.74,75.6,-2.21,-2.29,2.39
s34,vid_s34_T1.avi,mesh_forehead,POS,83,3.5,4.4,-0.022,0.844,-1.84,4.01,-9.71,6.03,73.9,72.91,75.74,75.6,-1.84,-2.7,3.09
