Subject ID,Recording ID,ROI,Extraction Method,Signal,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s28,vid_s28_T1.avi,manual,R,,34,14.91,18.39,-0.004,0.984,-10.29,15.47,-40.6,20.02,78.57,77.04,88.86,88.06,-10.29,-8.83,13.16
s28,vid_s28_T1.avi,manual,G,,34,13.66,17.31,-0.059,0.741,-10.33,14.1,-37.96,17.31,78.54,79.38,88.86,88.06,-10.33,-10.3,10.78
s28,vid_s28_T1.avi,manual,B,,34,15.46,19.03,-0.03,0.866,-13.42,13.7,-40.27,13.43,75.44,75.24,88.86,88.06,-13.42,-12.38,12.97
s28,vid_s28_T1.avi,manual,GREY_W,,34,14.37,17.91,-0.03,0.868,-10.9,14.43,-39.18,17.38,77.97,78.02,88.86,88.06,-10.9,-10.68,12.28
s28,vid_s28_T1.avi,manual,GREY_A,,34,14.85,18.33,-0.019,0.914,-11.56,14.43,-39.85,16.73,77.3,77.21,88.86,88.06,-11.56,-11.11,12.87
s28,vid_s28_T1.avi,manual,PCA_1,,34,14.86,18.35,-0.022,0.9,-11.71,14.34,-39.82,16.39,77.15,77.15,88.86,88.06,-11.71,-11.24,12.91
s28,vid_s28_T1.avi,manual,PCA_2,,34,13.16,18.3,-0.152,0.392,-7.5,16.94,-40.7,25.7,81.36,79.9,88.86,88.06,-7.5,-4.0,8.02
s28,vid_s28_T1.avi,manual,PCA_3,,34,8.58,10.46,0.317,0.068,-0.39,10.61,-21.18,20.41,88.48,88.54,88.86,88.06,-0.39,-0.6,7.92
s28,vid_s28_T1.avi,manual,ZCA_1,,34,12.99,17.22,-0.16,0.367,-8.28,15.33,-38.32,21.76,80.59,81.62,88.86,88.06,-8.28,-6.98,10.29
s28,vid_s28_T1.avi,manual,ZCA_2,,34,8.69,10.89,0.204,0.248,-0.89,11.02,-22.49,20.71,87.98,88.15,88.86,88.06,-0.89,-0.58,8.21
s28,vid_s28_T1.avi,manual,ZCA_3,,34,9.9,13.03,0.044,0.803,-4.62,12.37,-28.86,19.63,84.25,85.36,88.86,88.06,-4.62,-1.3,8.02
s28,vid_s28_T1.avi,manual,Best_ICA_1,,34,8.53,10.35,0.343,0.047,-0.41,10.5,-21.0,20.17,88.45,88.41,88.86,88.06,-0.41,-0.45,7.87
s28,vid_s28_T1.avi,manual,ICA_2,,34,13.96,17.76,-0.024,0.892,-8.86,15.62,-39.47,21.74,80.0,81.35,88.86,88.06,-8.86,-7.49,10.0
s28,vid_s28_T1.avi,manual,ICA_3,,34,13.24,17.86,-0.284,0.103,-10.41,14.73,-39.28,18.46,78.46,77.72,88.86,88.06,-10.41,-4.56,10.99
s28,vid_s28_T1.avi,manual,CHROM,,34,9.24,11.15,0.101,0.569,0.45,11.3,-21.7,22.61,89.32,89.07,88.86,88.06,0.45,0.83,9.04
s28,vid_s28_T1.avi,manual,POS,,34,9.3,11.24,0.091,0.607,1.34,11.33,-20.86,23.55,90.21,89.3,88.86,88.06,1.34,1.36,9.4
s28,vid_s28_T1.avi,none,R,,34,15.78,18.79,0.054,0.76,-13.25,13.52,-39.75,13.24,75.61,75.51,88.86,88.06,-13.25,-14.31,15.62
s28,vid_s28_T1.avi,none,G,,34,14.9,18.14,0.051,0.773,-12.8,13.04,-38.36,12.76,76.06,76.07,88.86,88.06,-12.8,-14.98,14.98
s28,vid_s28_T1.avi,none,B,,34,17.63,20.2,0.113,0.526,-16.32,12.09,-40.01,7.38,72.55,72.22,88.86,88.06,-16.32,-16.47,16.47
s28,vid_s28_T1.avi,none,GREY_W,,34,15.53,18.6,0.063,0.725,-13.5,12.99,-38.96,11.96,75.36,75.61,88.86,88.06,-13.5,-14.77,14.77
s28,vid_s28_T1.avi,none,GREY_A,,34,16.15,19.04,0.075,0.674,-14.27,12.79,-39.34,10.8,74.59,74.88,88.86,88.06,-14.27,-14.64,14.64
s28,vid_s28_T1.avi,none,PCA_1,,34,16.11,19.01,0.074,0.677,-14.21,12.82,-39.33,10.92,74.66,74.95,88.86,88.06,-14.21,-14.62,14.62
s28,vid_s28_T1.avi,none,PCA_2,,34,12.42,14.81,-0.079,0.658,-4.11,14.44,-32.41,24.2,84.76,83.92,88.86,88.06,-4.11,-5.48,11.85
s28,vid_s28_T1.avi,none,PCA_3,,34,10.26,12.47,0.246,0.16,-4.91,11.64,-27.71,17.9,83.96,84.6,88.86,88.06,-4.91,-3.7,9.77
s28,vid_s28_T1.avi,none,ZCA_1,,34,11.34,13.52,0.06,0.736,-5.04,12.74,-30.0,19.92,83.82,85.74,88.86,88.06,-5.04,-5.99,10.15
s28,vid_s28_T1.avi,none,ZCA_2,,34,9.76,11.68,0.431,0.011,-4.3,11.03,-25.91,17.32,84.57,86.63,88.86,88.06,-4.3,-4.95,9.71
s28,vid_s28_T1.avi,none,ZCA_3,,34,11.53,14.9,-0.141,0.428,-7.31,13.18,-33.14,18.52,81.55,82.05,88.86,88.06,-7.31,-7.18,9.1
s28,vid_s28_T1.avi,none,ICA_1,,34,12.47,14.53,0.046,0.797,-6.27,13.31,-32.36,19.82,82.6,83.88,88.86,88.06,-6.27,-9.81,11.49
s28,vid_s28_T1.avi,none,ICA_2,,34,9.54,11.26,0.361,0.036,-3.6,10.84,-24.83,17.64,85.27,85.89,88.86,88.06,-3.6,-1.68,9.54
s28,vid_s28_T1.avi,none,Best_ICA_3,,34,12.18,15.25,-0.017,0.924,-7.44,13.51,-33.92,19.05,81.43,82.96,88.86,88.06,-7.44,-8.68,10.61
s28,vid_s28_T1.avi,none,CHROM,,34,8.95,10.9,0.221,0.21,-0.28,11.06,-21.95,21.4,88.59,88.51,88.86,88.06,-0.28,1.01,8.74
s28,vid_s28_T1.avi,none,POS,,34,9.73,11.4,0.096,0.59,-0.4,11.57,-23.06,22.27,88.47,88.32,88.86,88.06,-0.4,0.15,10.14
s28,vid_s28_T1.avi,face_track,R,,34,10.72,13.4,0.02,0.912,-1.91,13.47,-28.3,24.49,86.96,88.86,88.86,88.06,-1.91,0.78,9.67
s28,vid_s28_T1.avi,face_track,G,,34,10.06,12.95,0.079,0.659,-3.38,12.69,-28.25,21.49,85.48,85.51,88.86,88.06,-3.38,-0.4,7.24
s28,vid_s28_T1.avi,face_track,B,,34,10.86,13.58,0.031,0.862,-3.21,13.4,-29.46,23.05,85.66,87.04,88.86,88.06,-3.21,-0.38,9.7
s28,vid_s28_T1.avi,face_track,GREY_W,,34,10.35,13.12,0.059,0.741,-3.08,12.95,-28.45,22.3,85.79,87.27,88.86,88.06,-3.08,-0.29,6.28
s28,vid_s28_T1.avi,face_track,GREY_A,,34,10.47,13.23,0.05,0.778,-3.06,13.07,-28.68,22.55,85.8,87.4,88.86,88.06,-3.06,0.34,6.64
s28,vid_s28_T1.avi,face_track,PCA_1,,34,10.48,13.23,0.049,0.783,-2.97,13.08,-28.61,22.66,85.89,87.91,88.86,88.06,-2.97,0.13,6.74
s28,vid_s28_T1.avi,face_track,PCA_2,,34,10.47,13.5,0.019,0.913,2.47,13.47,-23.93,28.86,91.33,92.29,88.86,88.06,2.47,1.52,10.07
s28,vid_s28_T1.avi,face_track,PCA_3,,34,10.12,12.42,0.051,0.773,0.7,12.59,-23.98,25.37,89.56,88.06,88.86,88.06,0.7,0.11,8.55
s28,vid_s28_T1.avi,face_track,ZCA_1,,34,11.46,14.69,-0.169,0.338,2.28,14.73,-26.59,31.16,91.15,90.64,88.86,88.06,2.28,1.24,10.82
s28,vid_s28_T1.avi,face_track,ZCA_2,,34,8.76,11.26,0.234,0.184,0.34,11.42,-22.04,22.73,89.21,87.54,88.86,88.06,0.34,0.06,8.09
s28,vid_s28_T1.avi,face_track,ZCA_3,,34,11.41,13.57,-0.055,0.759,0.13,13.77,-26.86,27.12,89.0,88.92,88.86,88.06,0.13,-0.07,10.87
s28,vid_s28_T1.avi,face_track,Best_ICA_1,,34,9.67,11.7,0.104,0.56,0.78,11.85,-22.44,24.0,89.64,89.14,88.86,88.06,0.78,0.73,8.17
s28,vid_s28_T1.avi,face_track,ICA_2,,34,11.1,14.03,-0.043,0.808,2.6,14.0,-24.83,30.03,91.46,92.36,88.86,88.06,2.6,1.54,10.47
s28,vid_s28_T1.avi,face_track,ICA_3,,34,9.88,12.64,0.099,0.579,-3.53,12.32,-27.68,20.63,85.34,85.15,88.86,88.06,-3.53,-2.59,7.05
s28,vid_s28_T1.avi,face_track,CHROM,,34,9.58,11.62,0.069,0.696,1.69,11.67,-21.19,24.56,90.55,89.85,88.86,88.06,1.69,2.98,9.46
s28,vid_s28_T1.avi,face_track,POS,,34,9.43,11.55,0.107,0.547,2.04,11.54,-20.58,24.66,90.91,89.99,88.86,88.06,2.04,2.68,8.68
s28,vid_s28_T1.avi,bbox_forehead,R,,34,10.58,13.01,0.142,0.424,2.59,12.94,-22.78,27.95,91.45,91.99,88.86,88.06,2.59,2.63,9.01
s28,vid_s28_T1.avi,bbox_forehead,G,,34,9.82,12.26,0.206,0.243,1.61,12.33,-22.56,25.79,90.48,90.72,88.86,88.06,1.61,1.7,9.77
s28,vid_s28_T1.avi,bbox_forehead,B,,34,9.81,12.49,0.163,0.356,1.76,12.55,-22.83,26.36,90.63,90.57,88.86,88.06,1.76,0.44,8.86
s28,vid_s28_T1.avi,bbox_forehead,GREY_W,,34,10.16,12.62,0.177,0.316,2.02,12.64,-22.75,26.8,90.89,91.43,88.86,88.06,2.02,2.3,9.0
s28,vid_s28_T1.avi,bbox_forehead,GREY_A,,34,10.14,12.67,0.17,0.337,2.13,12.68,-22.72,26.98,90.99,91.46,88.86,88.06,2.13,2.09,8.55
s28,vid_s28_T1.avi,bbox_forehead,PCA_1,,34,10.2,12.71,0.167,0.345,2.19,12.71,-22.73,27.1,91.05,91.54,88.86,88.06,2.19,2.14,8.58
s28,vid_s28_T1.avi,bbox_forehead,PCA_2,,34,11.64,13.74,-0.07,0.695,-0.88,13.92,-28.16,26.4,87.98,88.65,88.86,88.06,-0.88,-2.28,12.3
s28,vid_s28_T1.avi,bbox_forehead,PCA_3,,34,9.5,11.8,0.033,0.851,1.52,11.88,-21.76,24.8,90.39,89.67,88.86,88.06,1.52,2.46,8.24
s28,vid_s28_T1.avi,bbox_forehead,ZCA_1,,34,10.0,12.68,-0.034,0.85,2.25,12.67,-22.58,27.09,91.12,91.35,88.86,88.06,2.25,1.13,9.35
s28,vid_s28_T1.avi,bbox_forehead,ZCA_2,,34,9.33,11.58,0.124,0.484,1.96,11.59,-20.75,24.67,90.82,91.66,88.86,88.06,1.96,0.5,9.1
s28,vid_s28_T1.avi,bbox_forehead,ZCA_3,,34,8.13,10.55,0.359,0.037,-1.37,10.61,-22.17,19.43,87.5,86.54,88.86,88.06,-1.37,-0.11,5.53
s28,vid_s28_T1.avi,bbox_forehead,ICA_1,,34,9.57,11.55,0.069,0.698,1.59,11.62,-21.18,24.36,90.45,90.09,88.86,88.06,1.59,3.25,7.61
s28,vid_s28_T1.avi,bbox_forehead,ICA_2,,34,9.24,11.48,0.169,0.34,0.01,11.66,-22.84,22.85,88.87,89.86,88.86,88.06,0.01,1.23,7.73
s28,vid_s28_T1.avi,bbox_forehead,Best_ICA_3,,34,9.13,10.93,0.278,0.111,-0.33,11.09,-22.07,21.4,88.53,87.99,88.86,88.06,-0.33,-0.46,8.41
s28,vid_s28_T1.avi,bbox_forehead,CHROM,,34,9.29,11.31,0.084,0.638,1.35,11.4,-20.99,23.7,90.22,90.33,88.86,88.06,1.35,1.27,9.4
s28,vid_s28_T1.avi,bbox_forehead,POS,,34,9.67,11.78,-0.045,0.799,2.39,11.71,-20.56,25.33,91.25,91.53,88.86,88.06,2.39,3.26,8.44
s28,vid_s28_T1.avi,mesh_forehead,R,,34,14.15,18.11,-0.388,0.023,-8.62,16.16,-40.3,23.06,80.25,81.28,88.86,88.06,-8.62,-7.2,9.95
s28,vid_s28_T1.avi,mesh_forehead,G,,34,11.77,16.17,-0.438,0.01,-5.83,15.31,-35.83,24.18,83.04,83.72,88.86,88.06,-5.83,-2.32,8.54
s28,vid_s28_T1.avi,mesh_forehead,B,,34,14.42,18.07,-0.373,0.03,-8.35,16.27,-40.24,23.54,80.52,81.0,88.86,88.06,-8.35,-6.49,10.88
s28,vid_s28_T1.avi,mesh_forehead,GREY_W,,34,12.59,16.92,-0.428,0.012,-7.08,15.6,-37.65,23.49,81.78,82.68,88.86,88.06,-7.08,-3.88,9.95
s28,vid_s28_T1.avi,mesh_forehead,GREY_A,,34,13.28,17.4,-0.413,0.015,-7.73,15.82,-38.74,23.27,81.13,82.35,88.86,88.06,-7.73,-4.38,10.75
s28,vid_s28_T1.avi,mesh_forehead,PCA_1,,34,13.31,17.42,-0.413,0.015,-7.78,15.82,-38.79,23.23,81.09,82.31,88.86,88.06,-7.78,-4.52,10.81
s28,vid_s28_T1.avi,mesh_forehead,PCA_2,,34,11.54,13.45,0.164,0.353,-6.56,11.92,-29.92,16.81,82.31,83.36,88.86,88.06,-6.56,-7.41,10.11
s28,vid_s28_T1.avi,mesh_forehead,PCA_3,,34,9.22,11.39,0.065,0.715,-1.37,11.47,-23.86,21.12,87.49,87.37,88.86,88.06,-1.37,0.53,8.16
s28,vid_s28_T1.avi,mesh_forehead,ZCA_1,,34,9.6,12.3,0.08,0.651,-4.35,11.68,-27.24,18.54,84.52,85.38,88.86,88.06,-4.35,-1.31,7.79
s28,vid_s28_T1.avi,mesh_forehead,ZCA_2,,34,10.01,12.78,-0.184,0.297,-0.71,12.95,-26.1,24.67,88.15,87.76,88.86,88.06,-0.71,0.63,8.15
s28,vid_s28_T1.avi,mesh_forehead,ZCA_3,,34,11.7,14.26,0.058,0.746,-7.49,12.32,-31.63,16.65,81.37,82.09,88.86,88.06,-7.49,-7.86,10.27
s28,vid_s28_T1.avi,mesh_forehead,Best_ICA_1,,34,9.27,11.57,0.002,0.99,-1.07,11.69,-23.99,21.85,87.79,87.37,88.86,88.06,-1.07,0.49,8.27
s28,vid_s28_T1.avi,mesh_forehead,ICA_2,,34,13.62,17.5,-0.359,0.037,-8.75,15.39,-38.91,21.41,80.11,78.65,88.86,88.06,-8.75,-6.75,10.56
s28,vid_s28_T1.avi,mesh_forehead,ICA_3,,34,13.48,16.01,-0.045,0.799,-8.75,13.62,-35.44,17.94,80.12,80.48,88.86,88.06,-8.75,-9.3,12.5
s28,vid_s28_T1.avi,mesh_forehead,CHROM,,34,9.0,11.06,0.132,0.456,0.03,11.23,-21.98,22.03,88.89,89.07,88.86,88.06,0.03,1.13,8.66
s28,vid_s28_T1.avi,mesh_forehead,POS,,34,9.22,11.25,0.085,0.634,-0.25,11.42,-22.63,22.14,88.62,88.09,88.86,88.06,-0.25,0.65,8.62
s28,vid_s28_T2.avi,manual,R,,33,28.0,34.89,0.152,0.398,-26.31,23.27,-71.92,19.3,83.35,83.47,109.66,102.87,-26.31,-24.04,24.04
s28,vid_s28_T2.avi,manual,G,,33,29.78,36.66,0.163,0.364,-28.72,23.14,-74.06,16.63,80.95,79.89,109.66,102.87,-28.72,-25.28,25.28
s28,vid_s28_T2.avi,manual,B,,33,30.93,37.86,0.142,0.431,-30.08,23.36,-75.86,15.7,79.59,78.05,109.66,102.87,-30.08,-27.1,27.1
s28,vid_s28_T2.avi,manual,GREY_W,,33,29.38,36.22,0.164,0.361,-28.15,23.15,-73.52,17.21,81.51,80.77,109.66,102.87,-28.15,-25.28,25.28
s28,vid_s28_T2.avi,manual,GREY_A,,33,29.59,36.43,0.162,0.368,-28.39,23.18,-73.82,17.04,81.27,80.6,109.66,102.87,-28.39,-25.72,25.72
s28,vid_s28_T2.avi,manual,PCA_1,,33,29.62,36.45,0.162,0.368,-28.42,23.18,-73.85,17.01,81.24,80.54,109.66,102.87,-28.42,-25.75,25.75
s28,vid_s28_T2.avi,manual,PCA_2,,33,26.29,33.19,-0.154,0.391,-21.09,26.03,-72.1,29.93,88.58,89.42,109.66,102.87,-21.09,-24.07,24.07
s28,vid_s28_T2.avi,manual,PCA_3,,33,23.71,30.7,-0.095,0.599,-18.57,24.82,-67.23,30.08,91.09,92.74,109.66,102.87,-18.57,-17.32,19.59
s28,vid_s28_T2.avi,manual,ZCA_1,,33,24.73,32.32,-0.01,0.956,-21.11,24.86,-69.83,27.61,88.55,89.45,109.66,102.87,-21.11,-19.09,19.09
s28,vid_s28_T2.avi,manual,ZCA_2,,33,23.77,31.84,-0.086,0.633,-21.39,23.95,-68.33,25.55,88.27,87.89,109.66,102.87,-21.39,-14.06,17.02
s28,vid_s28_T2.avi,manual,ZCA_3,,33,29.58,35.38,-0.094,0.601,-24.49,25.94,-75.33,26.35,85.18,85.56,109.66,102.87,-24.49,-26.37,26.37
s28,vid_s28_T2.avi,manual,Best_ICA_1,,33,24.24,31.22,-0.128,0.476,-18.64,25.44,-68.49,31.22,91.03,93.33,109.66,102.87,-18.64,-18.27,20.22
s28,vid_s28_T2.avi,manual,ICA_2,,33,25.82,33.03,0.127,0.481,-23.75,23.31,-69.45,21.95,85.91,85.67,109.66,102.87,-23.75,-17.69,17.69
s28,vid_s28_T2.avi,manual,ICA_3,,33,31.36,38.73,-0.196,0.276,-28.75,26.34,-80.39,22.88,80.91,79.72,109.66,102.87,-28.75,-29.45,29.45
s28,vid_s28_T2.avi,manual,CHROM,,33,22.27,29.9,-0.425,0.014,-15.9,25.71,-66.29,34.5,93.77,94.17,109.66,102.87,-15.9,-7.76,15.14
s28,vid_s28_T2.avi,manual,POS,,33,20.85,28.15,-0.23,0.197,-14.09,24.75,-62.59,34.42,95.58,95.03,109.66,102.87,-14.09,-7.98,16.27
s28,vid_s28_T2.avi,none,R,,33,26.08,33.89,-0.024,0.895,-23.67,24.63,-71.95,24.6,85.99,85.57,109.66,102.87,-23.67,-14.82,14.82
s28,vid_s28_T2.avi,none,G,,33,27.57,35.34,0.117,0.518,-26.84,23.34,-72.59,18.91,82.83,81.2,109.66,102.87,-26.84,-18.49,18.49
s28,vid_s28_T2.avi,none,B,,33,28.94,36.29,0.191,0.287,-28.55,22.75,-73.13,16.04,81.12,81.12,109.66,102.87,-28.55,-21.83,21.83
s28,vid_s28_T2.avi,none,GREY_W,,33,27.12,34.96,0.067,0.709,-25.99,23.75,-72.54,20.57,83.68,82.07,109.66,102.87,-25.99,-17.38,17.38
s28,vid_s28_T2.avi,none,GREY_A,,33,27.24,35.1,0.075,0.679,-26.24,23.67,-72.63,20.14,83.42,81.45,109.66,102.87,-26.24,-17.69,17.69
s28,vid_s28_T2.avi,none,PCA_1,,33,27.26,35.11,0.076,0.672,-26.27,23.65,-72.63,20.09,83.39,81.43,109.66,102.87,-26.27,-17.72,17.72
s28,vid_s28_T2.avi,none,PCA_2,,33,22.07,29.82,-0.021,0.906,-17.36,24.62,-65.62,30.9,92.3,93.88,109.66,102.87,-17.36,-13.71,17.7
s28,vid_s28_T2.avi,none,PCA_3,,33,28.87,36.96,-0.121,0.503,-26.91,25.73,-77.34,23.52,82.75,84.73,109.66,102.87,-26.91,-25.19,25.19
s28,vid_s28_T2.avi,none,ZCA_1,,33,22.11,29.49,-0.044,0.806,-17.25,24.29,-64.85,30.35,92.41,92.4,109.66,102.87,-17.25,-8.71,13.99
s28,vid_s28_T2.avi,none,ZCA_2,,33,28.33,37.19,-0.116,0.52,-27.1,25.87,-77.8,23.6,82.56,82.09,109.66,102.87,-27.1,-26.06,26.06
